%NL16, T=400, betaT=0.999900, w=60000, maxC=10000, maxP=7100, maxR=50
%time (s)	cost
2.081194e+002	335847
2.107489e+002	335810
2.109585e+002	335779
2.118518e+002	335553
2.266687e+002	333541
2.276943e+002	333402
2.295539e+002	333266
2.301376e+002	332838
2.379158e+002	332592
2.379295e+002	332289
2.379645e+002	332254
2.382757e+002	332194
2.383353e+002	331649
2.383839e+002	331626
2.400187e+002	331315
2.401108e+002	331207
2.401870e+002	331156
2.407217e+002	331121
2.423277e+002	330857
2.424308e+002	330191
2.425575e+002	329646
2.425901e+002	329643
2.494864e+002	329481
2.495028e+002	329229
2.496036e+002	329066
2.585308e+002	328811
2.587164e+002	327708
2.587698e+002	327657
2.589216e+002	327254
2.604001e+002	324270
2.605449e+002	323229
2.605802e+002	323057
2.671462e+002	322109
3.326043e+002	322108
3.327204e+002	321956
3.387691e+002	321594
3.390113e+002	321469
3.512948e+002	321344
3.513776e+002	321011
3.516180e+002	320879
3.523203e+002	320658
3.524006e+002	320650
3.524554e+002	320643
3.590114e+002	320615
3.593251e+002	320366
3.593938e+002	320202
4.271662e+002	320014
4.345930e+002	319607
4.353354e+002	319245
4.354469e+002	319064
4.367945e+002	318876
4.369886e+002	318409
4.382320e+002	318293
4.383317e+002	317842
5.325139e+002	317815
5.327965e+002	317506
5.328210e+002	317381
5.328993e+002	317286
5.329065e+002	317197
5.341203e+002	317181
5.341244e+002	317117
5.343142e+002	316898
5.388034e+002	316857
5.388961e+002	316806
5.554506e+002	316200
5.702063e+002	315866
5.708247e+002	315731
5.714630e+002	315652
5.783025e+002	315496
5.784519e+002	315325
5.998993e+002	315130
6.010383e+002	314879
6.010405e+002	314826
6.015359e+002	314531
6.493689e+002	314429
6.528796e+002	314220
6.566138e+002	314027
6.567822e+002	313947
6.570752e+002	313542
6.572278e+002	312230
7.268730e+002	311699
7.277499e+002	311596
7.620334e+002	310774
8.291159e+002	310756
8.298097e+002	310251
8.306358e+002	310039
8.638925e+002	309957
9.205462e+002	309902
9.207781e+002	309882
9.209869e+002	309668
9.210394e+002	308827
9.225095e+002	307646
9.225271e+002	307480
9.226474e+002	307454
9.348740e+002	307006
9.376369e+002	306206
9.377069e+002	306191
9.411477e+002	306138
9.426907e+002	306123
9.427437e+002	306086
9.429252e+002	305428
9.452344e+002	304966
9.650327e+002	304964
9.657345e+002	304763
9.674977e+002	304721
9.681066e+002	304135
9.721271e+002	304117
1.026722e+003	304099
1.027316e+003	304088
1.027476e+003	304047
1.027706e+003	304032
1.029868e+003	303988
1.030445e+003	303759
1.111654e+003	303495
3.197837e+003	302828
5.838470e+003	302107
5.839053e+003	301854
5.839633e+003	301442
5.843603e+003	301118
6.336398e+003	300815
6.354929e+003	300503
6.355419e+003	300469
6.356977e+003	300464
6.357825e+003	300430
6.357843e+003	300373
6.366637e+003	300034
6.369874e+003	300025
6.828623e+003	299835
6.832180e+003	299034
6.832259e+003	298711
6.832338e+003	298685
6.833844e+003	298677
6.834098e+003	298181
9.004817e+003	298174
9.019564e+003	297496
9.019658e+003	297457
9.025380e+003	297435
9.715524e+003	297303
9.715586e+003	297206
9.715831e+003	297205
9.832122e+003	297109
9.873261e+003	297099
9.873411e+003	296005
9.873658e+003	295312
9.966302e+003	295170
9.970294e+003	295081
9.970445e+003	294794
9.970829e+003	294738
9.972002e+003	294728
9.972414e+003	294712
9.973250e+003	294492
1.010146e+004	294420
1.011771e+004	293988
1.013881e+004	292844
1.013906e+004	292639
1.014080e+004	292571
1.015437e+004	292378
1.015792e+004	292368
1.015852e+004	292329
1.015990e+004	292103
1.016112e+004	291998
1.018913e+004	291341
1.027593e+004	291112
1.028749e+004	290649
1.028948e+004	290601
1.028960e+004	290562
1.029047e+004	290357
1.031649e+004	290129
1.038850e+004	290099
1.038857e+004	289944
1.038873e+004	289643
1.039205e+004	288300
1.039224e+004	288234
1.039289e+004	288089


% 	-12   -16    10     8    -9   -11     5   -13   -15   -14    16    15    11   -5
%      5   -13   -14   -15    16    12     8   -16   -12    -7     4    13     6    -8
%     -7   -10     5    16    13    -5     6     8   -16   -15   -12     4     9   -11
%      8     5    -8    13    12    14   -10    -6    -5     6    -2    -3     7     9
%     -2    -4    -3    10     8     3    -1    -7     4    16    -9    11    15     1
%     -9   -14   -15    12    15    13    -3     4     8    -4   -10    16    -2     7
%      3   -15   -13   -14    10    -8    14     5   -10     2    13     9    -4    -6
%     -4    11     4    -1    -5     7    -2    -3    -6    10    14   -12   -13     2
%      6   -12   -16   -11     1    15   -13   -15   -14    13     5    -7    -3    -4
%     11     3    -1    -5    -7    16     4   -12     7    -8     6    14   -16   -15
%    -10    -8   -12     9    14     1   -16   -14   -13    12    15    -5    -1     3
%      1     9    11    -6    -4    -2    15    10     2   -11     3     8    14   -13
%     15     2     7    -4    -3    -6     9     1    11    -9    -7    -2     8    12
%    -16     6     2     7   -11    -4    -7    11     9     1    -8   -10   -12    16
%    -13     7     6     2    -6    -9   -12     9     1     3   -11    -1    -5    10
%     14     1     9    -3    -2   -10    11     2     3    -5    -1    -6    10   -14
% 
%   Columns 15 through 28
% 
%      4    -8   -10    14     9     3    -7     6    -4     2    13    -6    -2    -3
%     -9    15    11   -10   -11    -5     3     7    14    -1    -6    10     1    -4
%    -14   -13    15    11    -6    -1    -2    14     7    12    -8    -9    10     1
%     -1    -9    -7    15    10   -13   -15   -12     1    16   -14   -16   -11     2
%     -6   -10    -8     9    14     2   -11   -16   -12     6    12    13   -15   -13
%      5   -16   -12   -13     3    10    14    -1   -11    -5     2     1    -8    -7
%      8    11     4   -12   -16   -11     1    -2    -3    15    16    12    -9     6
%     -7     1     5   -16   -15   -14     9    13    15    -9     3   -11     6    12
%      2     4    14    -5    -1    12    -8    11    16     8   -10     3     7    10
%    -11     5     1     2    -4    -6    13    15   -13   -14     9    -2    -3    -9
%     10    -7    -2    -3     2     7     5    -9     6    13   -15     8     4    16
%    -15   -14     6     7    13    -9   -16     4     5    -3    -5    -7    16    -8
%    -16     3    16     6   -12     4   -10    -8    10   -11    -1    -5    14     5
%      3    12    -9    -1    -5     8    -6    -3    -2    10     4   -15   -13    15
%     12    -2    -3    -4     8    16     4   -10    -8    -7    11    14     5   -14
%     13     6   -13     8     7   -15    12     5    -9    -4    -7     4   -12   -11
% 
%   Columns 29 through 30
% 
%      7    12
%      9    -3
%     -4     2
%      3    11
%    -14     7
%     11     9
%     -1    -5
%     16   -10
%     -2    -6
%     12     8
%     -6    -4
%    -10    -1
%    -15   -14
%      5    13
%     13   -16
%     -8    15
