@relation JAK2_binding_affinity

@attribute fragment_1 numeric
@attribute fragment_2 numeric
@attribute fragment_3 numeric
@attribute fragment_4 numeric
@attribute fragment_5 numeric
@attribute fragment_6 numeric
@attribute fragment_7 numeric
@attribute fragment_8 numeric
@attribute fragment_9 numeric
@attribute fragment_10 numeric
@attribute fragment_11 numeric
@attribute fragment_12 numeric
@attribute fragment_13 numeric
@attribute fragment_14 numeric
@attribute fragment_15 numeric
@attribute fragment_16 numeric
@attribute fragment_17 numeric
@attribute fragment_18 numeric
@attribute fragment_19 numeric
@attribute fragment_20 numeric
@attribute fragment_21 numeric
@attribute fragment_22 numeric
@attribute fragment_23 numeric
@attribute fragment_24 numeric
@attribute fragment_25 numeric
@attribute fragment_26 numeric
@attribute fragment_27 numeric
@attribute fragment_28 numeric
@attribute fragment_29 numeric
@attribute fragment_30 numeric
@attribute fragment_31 numeric
@attribute fragment_32 numeric
@attribute fragment_33 numeric
@attribute fragment_34 numeric
@attribute fragment_35 numeric
@attribute fragment_36 numeric
@attribute fragment_37 numeric
@attribute fragment_38 numeric
@attribute fragment_39 numeric
@attribute fragment_40 numeric
@attribute fragment_41 numeric
@attribute fragment_42 numeric
@attribute fragment_43 numeric
@attribute fragment_44 numeric
@attribute fragment_45 numeric
@attribute fragment_46 numeric
@attribute fragment_47 numeric
@attribute fragment_48 numeric
@attribute fragment_49 numeric
@attribute fragment_50 numeric
@attribute fragment_51 numeric
@attribute fragment_52 numeric
@attribute fragment_53 numeric
@attribute fragment_54 numeric
@attribute fragment_55 numeric
@attribute fragment_56 numeric
@attribute fragment_57 numeric
@attribute fragment_58 numeric
@attribute fragment_59 numeric
@attribute fragment_60 numeric
@attribute fragment_61 numeric
@attribute fragment_62 numeric
@attribute fragment_63 numeric
@attribute fragment_64 numeric
@attribute fragment_65 numeric
@attribute fragment_66 numeric
@attribute fragment_67 numeric
@attribute fragment_68 numeric
@attribute fragment_69 numeric
@attribute fragment_70 numeric
@attribute fragment_71 numeric
@attribute fragment_72 numeric
@attribute fragment_73 numeric
@attribute fragment_74 numeric
@attribute fragment_75 numeric
@attribute fragment_76 numeric
@attribute fragment_77 numeric
@attribute fragment_78 numeric
@attribute fragment_79 numeric
@attribute fragment_80 numeric
@attribute fragment_81 numeric
@attribute fragment_82 numeric
@attribute fragment_83 numeric
@attribute fragment_84 numeric
@attribute fragment_85 numeric
@attribute fragment_86 numeric
@attribute fragment_87 numeric
@attribute fragment_88 numeric
@attribute fragment_89 numeric
@attribute fragment_90 numeric
@attribute fragment_91 numeric
@attribute fragment_92 numeric
@attribute fragment_93 numeric
@attribute fragment_94 numeric
@attribute fragment_95 numeric
@attribute fragment_96 numeric
@attribute fragment_97 numeric
@attribute fragment_98 numeric
@attribute fragment_99 numeric
@attribute fragment_100 numeric
@attribute fragment_101 numeric
@attribute fragment_102 numeric
@attribute fragment_103 numeric
@attribute fragment_104 numeric
@attribute fragment_105 numeric
@attribute fragment_106 numeric
@attribute fragment_107 numeric
@attribute fragment_108 numeric
@attribute fragment_109 numeric
@attribute fragment_110 numeric
@attribute fragment_111 numeric
@attribute fragment_112 numeric
@attribute fragment_113 numeric
@attribute fragment_114 numeric
@attribute fragment_115 numeric
@attribute fragment_116 numeric
@attribute fragment_117 numeric
@attribute fragment_118 numeric
@attribute fragment_119 numeric
@attribute fragment_120 numeric
@attribute fragment_121 numeric
@attribute fragment_122 numeric
@attribute fragment_123 numeric
@attribute fragment_124 numeric
@attribute fragment_125 numeric
@attribute fragment_126 numeric
@attribute fragment_127 numeric
@attribute fragment_128 numeric
@attribute fragment_129 numeric
@attribute fragment_130 numeric
@attribute fragment_131 numeric
@attribute fragment_132 numeric
@attribute fragment_133 numeric
@attribute fragment_134 numeric
@attribute fragment_135 numeric
@attribute fragment_136 numeric
@attribute fragment_137 numeric
@attribute fragment_138 numeric
@attribute fragment_139 numeric
@attribute fragment_140 numeric
@attribute fragment_141 numeric
@attribute fragment_142 numeric
@attribute fragment_143 numeric
@attribute fragment_144 numeric
@attribute fragment_145 numeric
@attribute fragment_146 numeric
@attribute fragment_147 numeric
@attribute fragment_148 numeric
@attribute fragment_149 numeric
@attribute fragment_150 numeric
@attribute fragment_151 numeric
@attribute fragment_152 numeric
@attribute fragment_153 numeric
@attribute fragment_154 numeric
@attribute fragment_155 numeric
@attribute fragment_156 numeric
@attribute fragment_157 numeric
@attribute fragment_158 numeric
@attribute fragment_159 numeric
@attribute fragment_160 numeric
@attribute fragment_161 numeric
@attribute fragment_162 numeric
@attribute fragment_163 numeric
@attribute fragment_164 numeric
@attribute fragment_165 numeric
@attribute fragment_166 numeric
@attribute fragment_167 numeric
@attribute fragment_168 numeric
@attribute fragment_169 numeric
@attribute fragment_170 numeric
@attribute fragment_171 numeric
@attribute fragment_172 numeric
@attribute fragment_173 numeric
@attribute fragment_174 numeric
@attribute fragment_175 numeric
@attribute fragment_176 numeric
@attribute fragment_177 numeric
@attribute fragment_178 numeric
@attribute fragment_179 numeric
@attribute fragment_180 numeric
@attribute fragment_181 numeric
@attribute fragment_182 numeric
@attribute fragment_183 numeric
@attribute fragment_184 numeric
@attribute fragment_185 numeric
@attribute fragment_186 numeric
@attribute fragment_187 numeric
@attribute fragment_188 numeric
@attribute fragment_189 numeric
@attribute fragment_190 numeric
@attribute fragment_191 numeric
@attribute fragment_192 numeric
@attribute fragment_193 numeric
@attribute fragment_194 numeric
@attribute fragment_195 numeric
@attribute fragment_196 numeric
@attribute fragment_197 numeric
@attribute fragment_198 numeric
@attribute fragment_199 numeric
@attribute fragment_200 numeric
@attribute fragment_201 numeric
@attribute fragment_202 numeric
@attribute fragment_203 numeric
@attribute fragment_204 numeric
@attribute fragment_205 numeric
@attribute fragment_206 numeric
@attribute fragment_207 numeric
@attribute fragment_208 numeric
@attribute fragment_209 numeric
@attribute fragment_210 numeric
@attribute fragment_211 numeric
@attribute fragment_212 numeric
@attribute fragment_213 numeric
@attribute fragment_214 numeric
@attribute fragment_215 numeric
@attribute fragment_216 numeric
@attribute fragment_217 numeric
@attribute fragment_218 numeric
@attribute fragment_219 numeric
@attribute fragment_220 numeric
@attribute fragment_221 numeric
@attribute fragment_222 numeric
@attribute fragment_223 numeric
@attribute fragment_224 numeric
@attribute fragment_225 numeric
@attribute fragment_226 numeric
@attribute fragment_227 numeric
@attribute fragment_228 numeric
@attribute fragment_229 numeric
@attribute fragment_230 numeric
@attribute fragment_231 numeric
@attribute fragment_232 numeric
@attribute fragment_233 numeric
@attribute fragment_234 numeric
@attribute fragment_235 numeric
@attribute fragment_236 numeric
@attribute fragment_237 numeric
@attribute fragment_238 numeric
@attribute fragment_239 numeric
@attribute fragment_240 numeric
@attribute fragment_241 numeric
@attribute fragment_242 numeric
@attribute fragment_243 numeric
@attribute fragment_244 numeric
@attribute fragment_245 numeric
@attribute fragment_246 numeric
@attribute fragment_247 numeric
@attribute fragment_248 numeric
@attribute fragment_249 numeric
@attribute fragment_250 numeric
@attribute fragment_251 numeric
@attribute fragment_252 numeric
@attribute fragment_253 numeric
@attribute fragment_254 numeric
@attribute fragment_255 numeric
@attribute fragment_256 numeric
@attribute fragment_257 numeric
@attribute fragment_258 numeric
@attribute fragment_259 numeric
@attribute fragment_260 numeric
@attribute fragment_261 numeric
@attribute fragment_262 numeric
@attribute fragment_263 numeric
@attribute fragment_264 numeric
@attribute fragment_265 numeric
@attribute fragment_266 numeric
@attribute fragment_267 numeric
@attribute fragment_268 numeric
@attribute fragment_269 numeric
@attribute fragment_270 numeric
@attribute fragment_271 numeric
@attribute fragment_272 numeric
@attribute fragment_273 numeric
@attribute fragment_274 numeric
@attribute fragment_275 numeric
@attribute fragment_276 numeric
@attribute fragment_277 numeric
@attribute fragment_278 numeric
@attribute fragment_279 numeric
@attribute fragment_280 numeric
@attribute fragment_281 numeric
@attribute fragment_282 numeric
@attribute fragment_283 numeric
@attribute fragment_284 numeric
@attribute fragment_285 numeric
@attribute fragment_286 numeric
@attribute fragment_287 numeric
@attribute fragment_288 numeric
@attribute fragment_289 numeric
@attribute fragment_290 numeric
@attribute fragment_291 numeric
@attribute fragment_292 numeric
@attribute fragment_293 numeric
@attribute fragment_294 numeric
@attribute fragment_295 numeric
@attribute fragment_296 numeric
@attribute fragment_297 numeric
@attribute fragment_298 numeric
@attribute fragment_299 numeric
@attribute fragment_300 numeric
@attribute fragment_301 numeric
@attribute fragment_302 numeric
@attribute fragment_303 numeric
@attribute fragment_304 numeric
@attribute fragment_305 numeric
@attribute fragment_306 numeric
@attribute fragment_307 numeric
@attribute fragment_308 numeric
@attribute fragment_309 numeric
@attribute fragment_310 numeric
@attribute fragment_311 numeric
@attribute fragment_312 numeric
@attribute fragment_313 numeric
@attribute fragment_314 numeric
@attribute fragment_315 numeric
@attribute fragment_316 numeric
@attribute fragment_317 numeric
@attribute fragment_318 numeric
@attribute fragment_319 numeric
@attribute fragment_320 numeric
@attribute fragment_321 numeric
@attribute fragment_322 numeric
@attribute fragment_323 numeric
@attribute fragment_324 numeric
@attribute fragment_325 numeric
@attribute fragment_326 numeric
@attribute fragment_327 numeric
@attribute fragment_328 numeric
@attribute fragment_329 numeric
@attribute fragment_330 numeric
@attribute fragment_331 numeric
@attribute fragment_332 numeric
@attribute fragment_333 numeric
@attribute fragment_334 numeric
@attribute fragment_335 numeric
@attribute fragment_336 numeric
@attribute fragment_337 numeric
@attribute fragment_338 numeric
@attribute fragment_339 numeric
@attribute fragment_340 numeric
@attribute fragment_341 numeric
@attribute fragment_342 numeric
@attribute fragment_343 numeric
@attribute fragment_344 numeric
@attribute fragment_345 numeric
@attribute fragment_346 numeric
@attribute fragment_347 numeric
@attribute fragment_348 numeric
@attribute fragment_349 numeric
@attribute fragment_350 numeric
@attribute fragment_351 numeric
@attribute fragment_352 numeric
@attribute fragment_353 numeric
@attribute fragment_354 numeric
@attribute fragment_355 numeric
@attribute fragment_356 numeric
@attribute fragment_357 numeric
@attribute fragment_358 numeric
@attribute fragment_359 numeric
@attribute fragment_360 numeric
@attribute fragment_361 numeric
@attribute fragment_362 numeric
@attribute fragment_363 numeric
@attribute fragment_364 numeric
@attribute fragment_365 numeric
@attribute fragment_366 numeric
@attribute fragment_367 numeric
@attribute fragment_368 numeric
@attribute fragment_369 numeric
@attribute fragment_370 numeric
@attribute fragment_371 numeric
@attribute fragment_372 numeric
@attribute fragment_373 numeric
@attribute fragment_374 numeric
@attribute fragment_375 numeric
@attribute fragment_376 numeric
@attribute fragment_377 numeric
@attribute fragment_378 numeric
@attribute fragment_379 numeric
@attribute fragment_380 numeric
@attribute fragment_381 numeric
@attribute fragment_382 numeric
@attribute fragment_383 numeric
@attribute fragment_384 numeric
@attribute fragment_385 numeric
@attribute fragment_386 numeric
@attribute fragment_387 numeric
@attribute fragment_388 numeric
@attribute fragment_389 numeric
@attribute fragment_390 numeric
@attribute fragment_391 numeric
@attribute fragment_392 numeric
@attribute fragment_393 numeric
@attribute fragment_394 numeric
@attribute fragment_395 numeric
@attribute fragment_396 numeric
@attribute fragment_397 numeric
@attribute fragment_398 numeric
@attribute fragment_399 numeric
@attribute fragment_400 numeric
@attribute fragment_401 numeric
@attribute fragment_402 numeric
@attribute fragment_403 numeric
@attribute fragment_404 numeric
@attribute fragment_405 numeric
@attribute fragment_406 numeric
@attribute fragment_407 numeric
@attribute fragment_408 numeric
@attribute fragment_409 numeric
@attribute fragment_410 numeric
@attribute fragment_411 numeric
@attribute fragment_412 numeric
@attribute fragment_413 numeric
@attribute fragment_414 numeric
@attribute fragment_415 numeric
@attribute fragment_416 numeric
@attribute fragment_417 numeric
@attribute fragment_418 numeric
@attribute fragment_419 numeric
@attribute fragment_420 numeric
@attribute fragment_421 numeric
@attribute fragment_422 numeric
@attribute fragment_423 numeric
@attribute fragment_424 numeric
@attribute fragment_425 numeric
@attribute fragment_426 numeric
@attribute fragment_427 numeric
@attribute fragment_428 numeric
@attribute fragment_429 numeric
@attribute fragment_430 numeric
@attribute fragment_431 numeric
@attribute fragment_432 numeric
@attribute fragment_433 numeric
@attribute fragment_434 numeric
@attribute fragment_435 numeric
@attribute fragment_436 numeric
@attribute fragment_437 numeric
@attribute fragment_438 numeric
@attribute fragment_439 numeric
@attribute fragment_440 numeric
@attribute fragment_441 numeric
@attribute fragment_442 numeric
@attribute fragment_443 numeric
@attribute fragment_444 numeric
@attribute fragment_445 numeric
@attribute fragment_446 numeric
@attribute fragment_447 numeric
@attribute fragment_448 numeric
@attribute fragment_449 numeric
@attribute fragment_450 numeric
@attribute fragment_451 numeric
@attribute fragment_452 numeric
@attribute fragment_453 numeric
@attribute fragment_454 numeric
@attribute fragment_455 numeric
@attribute fragment_456 numeric
@attribute fragment_457 numeric
@attribute fragment_458 numeric
@attribute fragment_459 numeric
@attribute fragment_460 numeric
@attribute fragment_461 numeric
@attribute fragment_462 numeric
@attribute fragment_463 numeric
@attribute fragment_464 numeric
@attribute fragment_465 numeric
@attribute fragment_466 numeric
@attribute fragment_467 numeric
@attribute fragment_468 numeric
@attribute fragment_469 numeric
@attribute fragment_470 numeric
@attribute fragment_471 numeric
@attribute fragment_472 numeric
@attribute fragment_473 numeric
@attribute fragment_474 numeric
@attribute fragment_475 numeric
@attribute fragment_476 numeric
@attribute fragment_477 numeric
@attribute fragment_478 numeric
@attribute fragment_479 numeric
@attribute fragment_480 numeric
@attribute fragment_481 numeric
@attribute fragment_482 numeric
@attribute fragment_483 numeric
@attribute fragment_484 numeric
@attribute fragment_485 numeric
@attribute fragment_486 numeric
@attribute fragment_487 numeric
@attribute fragment_488 numeric
@attribute fragment_489 numeric
@attribute fragment_490 numeric
@attribute fragment_491 numeric
@attribute fragment_492 numeric
@attribute fragment_493 numeric
@attribute fragment_494 numeric
@attribute fragment_495 numeric
@attribute fragment_496 numeric
@attribute fragment_497 numeric
@attribute fragment_498 numeric
@attribute fragment_499 numeric
@attribute fragment_500 numeric
@attribute fragment_501 numeric
@attribute fragment_502 numeric
@attribute fragment_503 numeric
@attribute fragment_504 numeric
@attribute fragment_505 numeric
@attribute fragment_506 numeric
@attribute fragment_507 numeric
@attribute fragment_508 numeric
@attribute fragment_509 numeric
@attribute fragment_510 numeric
@attribute fragment_511 numeric
@attribute fragment_512 numeric
@attribute fragment_513 numeric
@attribute fragment_514 numeric
@attribute fragment_515 numeric
@attribute fragment_516 numeric
@attribute fragment_517 numeric
@attribute fragment_518 numeric
@attribute fragment_519 numeric
@attribute fragment_520 numeric
@attribute fragment_521 numeric
@attribute fragment_522 numeric
@attribute fragment_523 numeric
@attribute fragment_524 numeric
@attribute fragment_525 numeric
@attribute fragment_526 numeric
@attribute fragment_527 numeric
@attribute fragment_528 numeric
@attribute fragment_529 numeric
@attribute fragment_530 numeric
@attribute fragment_531 numeric
@attribute fragment_532 numeric
@attribute fragment_533 numeric
@attribute fragment_534 numeric
@attribute fragment_535 numeric
@attribute fragment_536 numeric
@attribute fragment_537 numeric
@attribute fragment_538 numeric
@attribute fragment_539 numeric
@attribute fragment_540 numeric
@attribute fragment_541 numeric
@attribute fragment_542 numeric
@attribute fragment_543 numeric
@attribute fragment_544 numeric
@attribute fragment_545 numeric
@attribute fragment_546 numeric
@attribute fragment_547 numeric
@attribute fragment_548 numeric
@attribute fragment_549 numeric
@attribute fragment_550 numeric
@attribute fragment_551 numeric
@attribute fragment_552 numeric
@attribute fragment_553 numeric
@attribute fragment_554 numeric
@attribute fragment_555 numeric
@attribute fragment_556 numeric
@attribute fragment_557 numeric
@attribute fragment_558 numeric
@attribute fragment_559 numeric
@attribute fragment_560 numeric
@attribute fragment_561 numeric
@attribute fragment_562 numeric
@attribute fragment_563 numeric
@attribute fragment_564 numeric
@attribute fragment_565 numeric
@attribute fragment_566 numeric
@attribute fragment_567 numeric
@attribute fragment_568 numeric
@attribute fragment_569 numeric
@attribute fragment_570 numeric
@attribute fragment_571 numeric
@attribute fragment_572 numeric
@attribute class numeric

@data
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0000001
1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000176
1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000134
