%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
1.209204e+002	133413
1.209884e+002	133257
1.243885e+002	132658
1.244719e+002	132427
1.254005e+002	131876
1.254785e+002	131276
1.256417e+002	131131
1.680349e+002	130960
1.723813e+002	130528
1.807221e+002	130339
1.825988e+002	129768
1.928228e+002	129167
1.951523e+002	128975
1.964078e+002	127965
1.975093e+002	127951
1.982652e+002	127802
2.005935e+002	126667
2.830421e+002	125966
2.834397e+002	125724
2.835406e+002	125386
2.991753e+002	124757
3.025052e+002	124625
3.072820e+002	124438
3.537796e+002	124388
1.675215e+003	124322
1.675433e+003	124214
1.675564e+003	124121
1.675634e+003	124060
1.676345e+003	123757
1.677941e+003	123597
1.679148e+003	123508
1.707736e+003	122762
2.327363e+003	122689
2.328045e+003	122660
2.328379e+003	122625
2.328407e+003	121686
2.328809e+003	121641
2.331564e+003	121483
2.336995e+003	121478
2.337073e+003	121215



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
7.492759e-001	153177
7.611819e-001	152926
7.668614e-001	151769
1.151945e+000	143673
1.818921e+000	143643
1.873657e+000	143108
1.914796e+000	142793
1.087445e+001	141284
1.092792e+001	140732
1.785102e+001	140365
1.801139e+001	140211
1.865287e+001	139630
1.874573e+001	138965
1.997158e+001	138747
2.017291e+001	137532
2.030322e+001	136968
2.045323e+001	136504
2.053552e+001	136481
2.054030e+001	136415
2.080533e+001	136193
5.230278e+001	136036
5.231134e+001	136026
5.243254e+001	135987
5.246150e+001	135539
6.718584e+001	135165
6.759464e+001	135076
6.769129e+001	134698
6.775600e+001	134529
6.802180e+001	134219
6.849295e+001	134085
6.890018e+001	133747
6.914327e+001	133524
6.979381e+001	133488
6.983144e+001	133428
7.301616e+001	133238
7.309151e+001	132850
8.371372e+001	132536
1.090883e+002	132366
1.241512e+002	131969
1.242435e+002	130291
1.300087e+002	129538
1.310408e+002	129351
1.311591e+002	129213
1.342504e+002	128975
1.361155e+002	128604
1.365730e+002	128569
1.373068e+002	128311
1.847251e+002	128067
2.022128e+002	128049
2.089117e+002	127998
2.183306e+002	127995
2.196675e+002	127854
2.197698e+002	127326
2.221648e+002	127203
2.222280e+002	126823
2.807584e+002	126819
2.855100e+002	126613
2.977789e+002	126313
2.997769e+002	126285
3.169199e+002	125970
3.227909e+002	125953
3.579802e+002	125280
3.589518e+002	125203
3.598396e+002	125056
3.606796e+002	125039
3.624925e+002	124997
3.638911e+002	123908
3.764898e+002	123672
3.765114e+002	123129
3.814929e+002	122937
3.824165e+002	122928
4.244826e+002	122922
4.247430e+002	122845
4.281379e+002	122689
4.473515e+002	122549
9.348135e+002	121809
9.364584e+002	121750



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
4.353613e+000	147809
1.121237e+001	143133
1.720937e+001	142947
1.727107e+001	142388
2.594759e+001	142129
4.496968e+001	142044
4.541105e+001	139676
5.882468e+001	134162
1.021050e+002	133948
1.024914e+002	133198
1.025145e+002	132748
1.265250e+002	132631
1.265937e+002	132545
1.292859e+002	132373
1.293070e+002	132136
1.294184e+002	131964
1.294529e+002	130792
1.294665e+002	130791
1.303448e+002	130147
1.305658e+002	129201
1.305855e+002	128650
1.468801e+002	127920
1.473368e+002	127245
1.920146e+002	126754
1.920607e+002	126005
1.922270e+002	125478
1.939668e+002	125145
1.940314e+002	125135
1.941494e+002	124694
1.941675e+002	124541
1.942176e+002	124524
1.942610e+002	124381
2.002120e+002	124255
2.029515e+002	124233
2.037616e+002	124179
2.039012e+002	124121
2.856486e+002	123604
2.857766e+002	123562
2.858842e+002	123515
2.899304e+002	123231
2.914046e+002	123204
2.916307e+002	123176
2.919956e+002	123084
2.931786e+002	123040
2.931930e+002	122996
2.948558e+002	122991
2.958802e+002	122916
3.284606e+002	122419
3.318494e+002	122397
3.597585e+002	122368
3.653446e+002	122031
3.660309e+002	121748
3.843300e+002	121720
3.907062e+002	120941
3.913775e+002	120656
3.914868e+002	120376
3.919352e+002	120360
4.036830e+002	120251
4.042709e+002	120123
4.046114e+002	119819
4.062255e+002	119807



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
1.212897e+000	153177
1.234619e+000	152926
1.239393e+000	151769
1.645640e+000	143673
2.395910e+000	143643
2.461852e+000	143108
2.502395e+000	142793
1.273907e+001	141284
1.279846e+001	140732
2.043086e+001	140365
2.063588e+001	140211
2.133089e+001	139630
2.143469e+001	138965
2.280282e+001	138747
2.304346e+001	137532
2.326225e+001	136968
2.349566e+001	136504
2.361775e+001	136481
2.365255e+001	136415
2.397218e+001	136193
5.681734e+001	136036
5.682473e+001	136026
5.694309e+001	135987
5.696748e+001	135539
7.191313e+001	135165
7.232016e+001	135076
7.241490e+001	134698
7.248888e+001	134529
7.274867e+001	134219
7.322293e+001	134085
7.364046e+001	133747
7.388948e+001	133524
7.453528e+001	133488
7.457053e+001	133428
7.778163e+001	133238
7.785914e+001	132850
8.895254e+001	132536
1.152630e+002	132366
1.310761e+002	131969
1.311764e+002	130291
1.370569e+002	129538
1.380988e+002	129351
1.382196e+002	129213
1.413846e+002	128975
1.435793e+002	128604
1.440307e+002	128569
1.447978e+002	128311
1.924022e+002	128067
2.105583e+002	128049
2.180270e+002	127998
2.277631e+002	127995
2.293132e+002	127854
2.294160e+002	127326
2.318294e+002	127203
2.318959e+002	126823
2.901032e+002	126819
2.950676e+002	126613
3.076116e+002	126313
3.096079e+002	126285
3.274521e+002	125970
3.336134e+002	125953
3.700971e+002	125280
3.710504e+002	125203
3.719406e+002	125056
3.727817e+002	125039
3.746148e+002	124997
3.759905e+002	123908
3.889226e+002	123672
3.889448e+002	123129
3.939001e+002	122937
3.948309e+002	122928
4.373102e+002	122922
4.375639e+002	122845
4.409416e+002	122689
4.603408e+002	122549
9.544617e+002	121809
9.561123e+002	121750



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
4.149363e+000	147809
1.010149e+001	143133
1.613397e+001	142947
1.621824e+001	142388
2.481025e+001	142129
4.262245e+001	142044
4.306876e+001	139676
5.558703e+001	134162
9.608788e+001	133948
9.647847e+001	133198
9.651686e+001	132748
1.193094e+002	132631
1.193742e+002	132545
1.218710e+002	132373
1.219076e+002	132136
1.220308e+002	131964
1.220782e+002	130792
1.221059e+002	130791
1.229633e+002	130147
1.231938e+002	129201
1.232283e+002	128650
1.388150e+002	127920
1.392568e+002	127245
1.816309e+002	126754
1.816965e+002	126005
1.818832e+002	125478
1.836330e+002	125145
1.837091e+002	125135
1.838365e+002	124694
1.838698e+002	124541
1.839326e+002	124524
1.840082e+002	124381
1.894417e+002	124255
1.920800e+002	124233
1.928810e+002	124179
1.930299e+002	124121
2.716258e+002	123604
2.717833e+002	123562
2.719013e+002	123515
2.758779e+002	123231
2.774436e+002	123204
2.776952e+002	123176
2.780629e+002	123084
2.792928e+002	123040
2.793715e+002	122996
2.810625e+002	122991
2.820482e+002	122916
3.148617e+002	122419
3.186248e+002	122397
3.488449e+002	122368
3.547046e+002	122031
3.554522e+002	121748
3.771782e+002	121720
3.837407e+002	120941
3.843593e+002	120656
3.844743e+002	120376
3.849914e+002	120360
3.964452e+002	120251
3.971243e+002	120123
3.975087e+002	119819
3.989854e+002	119807



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
3.698268e+000	145013
3.717057e+000	144464
3.754860e+000	144330
3.809170e+000	144295
3.897931e+000	143666
3.958353e+000	143608
4.023729e+000	143601
4.495243e+000	141506
1.437901e+001	141023
1.445031e+001	141014
1.604289e+001	139908
1.610855e+001	139749
1.718270e+001	139597
1.729692e+001	139360
2.335974e+001	139192
2.357769e+001	137638
2.367081e+001	137247
2.371024e+001	137021
4.760261e+001	135550
6.337699e+001	134671
6.358765e+001	134397
7.475736e+001	133928
7.478282e+001	133248
7.492435e+001	133246
7.502853e+001	133202
7.595565e+001	132648
7.601548e+001	132336
7.606847e+001	131936
7.610555e+001	131506
1.125770e+002	131294
1.126199e+002	131099
1.281388e+002	129941
1.282332e+002	129904
1.283382e+002	129461
1.284504e+002	129402
1.284803e+002	129286
1.870389e+002	128944
1.873432e+002	128824
1.925424e+002	128696
1.927189e+002	128682
1.941535e+002	128337
1.945357e+002	128188
1.948299e+002	128022
1.972764e+002	127720
1.979691e+002	127706
1.981666e+002	127686
2.117968e+002	127117
2.119559e+002	127116
2.121198e+002	127096
2.125323e+002	126607
2.129236e+002	126597
2.129879e+002	126506
2.147361e+002	126494
2.149089e+002	126324
2.251130e+002	126171
2.251712e+002	126158
2.262314e+002	126121
2.271862e+002	125713
2.273085e+002	124833
2.284052e+002	124742
2.385949e+002	124735
2.386541e+002	124543
2.542125e+002	124433
2.548024e+002	124279
2.549033e+002	123930
2.678687e+002	123756
2.688203e+002	123681
2.839263e+002	123423
2.839839e+002	123372
2.848407e+002	123335
2.851294e+002	123271
2.958291e+002	123038
2.971325e+002	123005
3.001934e+002	122702
3.010852e+002	122611
3.030571e+002	122505
1.412679e+003	121875
1.412902e+003	121828
1.413163e+003	121659
1.413422e+003	121612
1.414269e+003	121602
1.416195e+003	121517
1.418452e+003	121448
1.436755e+003	121364
1.437472e+003	121334
1.438354e+003	121279
1.438513e+003	121161
1.443363e+003	120838
1.443393e+003	120713
1.448620e+003	120629
1.450531e+003	120526



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
6.120089e-001	153177
6.247954e-001	152926
6.316644e-001	151769
1.001832e+000	143673
1.642509e+000	143643
1.695929e+000	143108
1.735164e+000	142793
1.043254e+001	141284
1.048739e+001	140732
1.715181e+001	140365
1.730560e+001	140211
1.792273e+001	139630
1.801793e+001	138965
1.919849e+001	138747
1.939252e+001	137532
1.952137e+001	136968
1.968033e+001	136504
1.976208e+001	136481
1.976676e+001	136415
2.001937e+001	136193
4.987825e+001	136036
4.988524e+001	136026
4.999820e+001	135987
5.001558e+001	135539
6.457645e+001	135165
6.502449e+001	135076
6.512320e+001	134698
6.518845e+001	134529
6.545824e+001	134219
6.595275e+001	134085
6.636551e+001	133747
6.665258e+001	133524
6.743047e+001	133488
6.751719e+001	133428
7.088843e+001	133238
7.096303e+001	132850
8.303808e+001	132536
1.082685e+002	132366
1.241327e+002	131969
1.242269e+002	130291
1.303948e+002	129538
1.315440e+002	129351
1.316911e+002	129213
1.348230e+002	128975
1.368333e+002	128604
1.372799e+002	128569
1.380010e+002	128311
1.874243e+002	128067
2.056399e+002	128049
2.129479e+002	127998
2.224736e+002	127995
2.237646e+002	127854
2.238654e+002	127326
2.262964e+002	127203
2.263614e+002	126823
2.856125e+002	126819
2.903193e+002	126613
3.024640e+002	126313
3.044771e+002	126285
3.216953e+002	125970
3.278423e+002	125953
3.643342e+002	125280
3.652981e+002	125203
3.661955e+002	125056
3.670304e+002	125039
3.688226e+002	124997
3.701942e+002	123908
3.832648e+002	123672
3.832863e+002	123129
3.885096e+002	122937
3.895036e+002	122928
4.303047e+002	122922
4.305536e+002	122845
4.338312e+002	122689
4.524724e+002	122549
9.337782e+002	121809
9.354471e+002	121750



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
4.141657e+000	147809
9.836665e+000	143133
1.580752e+001	142947
1.587372e+001	142388
2.494853e+001	142129
4.403867e+001	142044
4.451167e+001	139676
5.769679e+001	134162
1.001847e+002	133948
1.005654e+002	133198
1.005879e+002	132748
1.247452e+002	132631
1.247949e+002	132545
1.273160e+002	132373
1.273384e+002	132136
1.274578e+002	131964
1.274936e+002	130792
1.275123e+002	130791
1.284082e+002	130147
1.286392e+002	129201
1.286625e+002	128650
1.454845e+002	127920
1.459398e+002	127245
1.916643e+002	126754
1.917132e+002	126005
1.918794e+002	125478
1.936736e+002	125145
1.937359e+002	125135
1.938520e+002	124694
1.938714e+002	124541
1.939244e+002	124524
1.939702e+002	124381
1.998588e+002	124255
2.026039e+002	124233
2.034734e+002	124179
2.036237e+002	124121
2.884132e+002	123604
2.885217e+002	123562
2.886336e+002	123515
2.927755e+002	123231
2.943362e+002	123204
2.945703e+002	123176
2.949285e+002	123084
2.961373e+002	123040
2.961515e+002	122996
2.983069e+002	122991
2.994162e+002	122916
3.325418e+002	122419
3.360140e+002	122397
3.638980e+002	122368
3.692173e+002	122031
3.699669e+002	121748
3.887800e+002	121720
3.951087e+002	120941
3.957103e+002	120656
3.957955e+002	120376
3.962067e+002	120360
4.084199e+002	120251
4.090502e+002	120123
4.093913e+002	119819
4.109653e+002	119807



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
4.130593e+000	145013
4.134073e+000	144464
4.149048e+000	144330
4.199885e+000	144295
4.272970e+000	143666
4.315022e+000	143608
4.352458e+000	143601
4.843863e+000	141506
1.616043e+001	141023
1.619611e+001	141014
1.784988e+001	139908
1.788492e+001	139749
1.897693e+001	139597
1.907518e+001	139360
2.534149e+001	139192
2.553304e+001	137638
2.561450e+001	137247
2.563615e+001	137021
5.141157e+001	135550
6.837197e+001	134671
6.858183e+001	134397
8.114187e+001	133928
8.114760e+001	133248
8.128287e+001	133246
8.136857e+001	133202
8.234719e+001	132648
8.238367e+001	132336
8.241352e+001	131936
8.243294e+001	131506
1.228789e+002	131294
1.228878e+002	131099
1.399026e+002	129941
1.399897e+002	129904
1.400797e+002	129461
1.401834e+002	129402
1.401860e+002	129286
2.038166e+002	128944
2.041022e+002	128824
2.093655e+002	128696
2.095151e+002	128682
2.108916e+002	128337
2.112819e+002	128188
2.115596e+002	128022
2.135304e+002	127720
2.139102e+002	127706
2.141003e+002	127686
2.289546e+002	127117
2.291037e+002	127116
2.292695e+002	127096
2.297021e+002	126607
2.301163e+002	126597
2.301575e+002	126506
2.320502e+002	126494
2.322224e+002	126324
2.432486e+002	126171
2.433004e+002	126158
2.444244e+002	126121
2.453991e+002	125713
2.454877e+002	124833
2.465887e+002	124742
2.575449e+002	124735
2.575886e+002	124543
2.745938e+002	124433
2.752242e+002	124279
2.752902e+002	123930
2.895140e+002	123756
2.905153e+002	123681
3.067889e+002	123423
3.068331e+002	123372
3.077160e+002	123335
3.079866e+002	123271
3.194619e+002	123038
3.208274e+002	123005
3.240047e+002	122702
3.249309e+002	122611
3.271283e+002	122505
1.529030e+003	121875
1.529238e+003	121828
1.529506e+003	121659
1.529753e+003	121612
1.530656e+003	121602
1.532614e+003	121517
1.534959e+003	121448
1.554125e+003	121364
1.554850e+003	121334
1.555731e+003	121279
1.555882e+003	121161
1.561017e+003	120838
1.561033e+003	120713
1.567015e+003	120629
1.568918e+003	120526



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
5.550359e-001	155416
1.579151e+000	144219
2.659741e+000	144127
3.114933e+000	142523
3.129952e+000	141897
3.137418e+000	141762
3.189735e+000	140597
7.122208e+000	140494
7.135576e+000	139866



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
1.019747e+000	153177
1.048551e+000	152926
1.053824e+000	151769
1.430087e+000	143673
2.068006e+000	143643
2.130184e+000	143108
2.194906e+000	142793
1.114209e+001	141284
1.119717e+001	140732
1.797057e+001	140365
1.813076e+001	140211
1.878905e+001	139630
1.888606e+001	138965
2.011204e+001	138747
2.032986e+001	137532
2.048969e+001	136968
2.066192e+001	136504
2.077653e+001	136481
2.080655e+001	136415
2.108471e+001	136193
5.445243e+001	136036
5.446073e+001	136026
5.458048e+001	135987
5.461174e+001	135539
7.029461e+001	135165
7.072006e+001	135076
7.081679e+001	134698
7.088143e+001	134529
7.116451e+001	134219
7.168324e+001	134085
7.210365e+001	133747
7.235721e+001	133524
7.307160e+001	133488
7.310744e+001	133428
7.635781e+001	133238
7.643463e+001	132850
8.743730e+001	132536
1.147051e+002	132366
1.303145e+002	131969
1.303964e+002	130291
1.362261e+002	129538
1.372619e+002	129351
1.373772e+002	129213
1.404488e+002	128975
1.422747e+002	128604
1.427099e+002	128569
1.434134e+002	128311
1.901497e+002	128067
2.071725e+002	128049
2.139247e+002	127998
2.235799e+002	127995
2.249325e+002	127854
2.250376e+002	127326
2.274837e+002	127203
2.275457e+002	126823
2.873645e+002	126819
2.931240e+002	126613
3.055096e+002	126313
3.074889e+002	126285
3.265305e+002	125970
3.325702e+002	125953
3.678777e+002	125280
3.688282e+002	125203
3.697199e+002	125056
3.705625e+002	125039
3.723662e+002	124997
3.737679e+002	123908
3.864478e+002	123672
3.864668e+002	123129
3.916613e+002	122937
3.928350e+002	122928
4.370032e+002	122922
4.373133e+002	122845
4.413435e+002	122689
4.646680e+002	122549
9.859604e+002	121809
9.876750e+002	121750



%NL12, T=500, betaT=0.990000, w=4000, maxC=200, maxP=100, maxR=5
%time (s)	cost
4.324054e+000	147809
1.016220e+001	143133
1.599276e+001	142947
1.605740e+001	142388
2.475418e+001	142129
4.350485e+001	142044
4.395600e+001	139676
5.726365e+001	134162
1.006248e+002	133948
1.010276e+002	133198
1.010499e+002	132748
1.256140e+002	132631
1.256652e+002	132545
1.282315e+002	132373
1.282561e+002	132136
1.283821e+002	131964
1.284607e+002	130792
1.284836e+002	130791
1.294218e+002	130147
1.296646e+002	129201
1.296850e+002	128650
1.461127e+002	127920
1.465410e+002	127245
1.924177e+002	126754
1.924632e+002	126005
1.926266e+002	125478
1.943250e+002	125145
1.943867e+002	125135
1.945011e+002	124694
1.945215e+002	124541
1.945830e+002	124524
1.946264e+002	124381
2.008094e+002	124255
2.036799e+002	124233
2.045412e+002	124179
2.046891e+002	124121
2.889694e+002	123604
2.890894e+002	123562
2.892029e+002	123515
2.933949e+002	123231
2.949303e+002	123204
2.951633e+002	123176
2.955267e+002	123084
2.967239e+002	123040
2.967425e+002	122996
2.984380e+002	122991
2.994845e+002	122916
3.334101e+002	122419
3.370031e+002	122397
3.648559e+002	122368
3.698759e+002	122031
3.704632e+002	121748
3.876465e+002	121720
3.936137e+002	120941
3.942014e+002	120656
3.942865e+002	120376
3.946856e+002	120360
4.059662e+002	120251
4.065402e+002	120123
4.068520e+002	119819
4.082750e+002	119807
